panel,case_id,tier,model,status,elapsed_s,tool_calls,response_len,has_rc,has_lf,has_gf,response_source
synthetic,cjson-parse-string-oob,1,anthropic claude-sonnet-4.5,ok,69.913,21,5265,True,True,True,
synthetic,cjson-parse-string-oob,1,google gemini-3.1-flash-lite-preview,ok,25.686,22,1236,True,True,True,recovered_from_tool_output
synthetic,cjson-parse-string-oob,1,meta-llama llama-3.1-8b-instruct,ok,115.077,16,4321,True,True,True,
synthetic,cjson-parse-string-oob,1,nvidia nemotron-3-nano-30b-a3b,timeout,578.007,,0,False,False,False,
synthetic,cjson-parse-string-oob,1,openai gpt-4o,ok,39.059,9,1054,True,True,True,recovered_from_tool_output
synthetic,cjson-parse-string-oob,1,openai gpt-5.5,ok,39.848,12,3556,True,True,True,
synthetic,cjson-parse-string-oob,1,qwen qwen3-30b-a3b-instruct-2507,timeout,2375.789,,0,False,False,False,
synthetic,cjson-parse-string-oob,1,x-ai grok-4,ok,66.381,6,1621,True,True,True,
synthetic,cjson-parse-string-oob,3,anthropic claude-sonnet-4.5,ok,29.852,5,517,False,False,False,
synthetic,cjson-parse-string-oob,3,google gemini-3.1-flash-lite-preview,ok,26.169,20,20,False,False,False,
synthetic,cjson-parse-string-oob,3,meta-llama llama-3.1-8b-instruct,ok,34.519,5,5558,True,True,True,
synthetic,cjson-parse-string-oob,3,nvidia nemotron-3-nano-30b-a3b,ok,58.675,3,7418,False,False,False,
synthetic,cjson-parse-string-oob,3,openai gpt-4o,ok,16.689,7,1976,True,True,True,
synthetic,cjson-parse-string-oob,3,openai gpt-5.5,ok,245.415,59,7091,False,False,False,
synthetic,cjson-parse-string-oob,3,qwen qwen3-30b-a3b-instruct-2507,ok,24.561,12,7734,False,False,False,
synthetic,cjson-parse-string-oob,3,x-ai grok-4,ok,67.942,2,551,False,False,False,
synthetic,double-free-errpath,1,anthropic claude-sonnet-4.5,ok,17.693,6,1011,False,False,False,
synthetic,double-free-errpath,1,google gemini-3.1-flash-lite-preview,ok,10.54,8,701,True,True,True,
synthetic,double-free-errpath,1,meta-llama llama-3.1-8b-instruct,ok,86.872,13,10923,True,True,True,
synthetic,double-free-errpath,1,nvidia nemotron-3-nano-30b-a3b,ok,63.683,6,0,False,False,False,
synthetic,double-free-errpath,1,openai gpt-4o,ok,23.585,5,909,True,True,True,recovered_from_tool_output
synthetic,double-free-errpath,1,openai gpt-5.5,ok,30.849,3,3162,True,True,True,
synthetic,double-free-errpath,1,qwen qwen3-30b-a3b-instruct-2507,ok,14.071,5,3167,True,True,True,
synthetic,double-free-errpath,1,x-ai grok-4,ok,83.479,5,2466,True,True,True,
synthetic,double-free-errpath,3,anthropic claude-sonnet-4.5,ok,10.147,1,104,False,False,False,
synthetic,double-free-errpath,3,google gemini-3.1-flash-lite-preview,ok,19.275,18,18,False,False,False,
synthetic,double-free-errpath,3,meta-llama llama-3.1-8b-instruct,ok,31.24,0,5326,True,True,True,
synthetic,double-free-errpath,3,nvidia nemotron-3-nano-30b-a3b,ok,83.076,1,3779,False,False,False,
synthetic,double-free-errpath,3,openai gpt-4o,ok,18.559,6,2492,False,True,False,
synthetic,double-free-errpath,3,openai gpt-5.5,ok,54.071,20,4789,False,False,False,
synthetic,double-free-errpath,3,qwen qwen3-30b-a3b-instruct-2507,ok,15.294,5,3480,False,False,False,
synthetic,double-free-errpath,3,x-ai grok-4,ok,85.844,1,381,False,False,False,
synthetic,heap-overflow-csv,1,anthropic claude-sonnet-4.5,ok,36.446,6,3311,True,True,True,
synthetic,heap-overflow-csv,1,google gemini-3.1-flash-lite-preview,ok,11.171,4,960,True,True,True,recovered_from_tool_output
synthetic,heap-overflow-csv,1,meta-llama llama-3.1-8b-instruct,timeout,582.063,,0,False,False,False,
synthetic,heap-overflow-csv,1,nvidia nemotron-3-nano-30b-a3b,ok,188.807,4,719,True,True,True,
synthetic,heap-overflow-csv,1,openai gpt-4o,ok,19.637,4,1142,True,True,True,
synthetic,heap-overflow-csv,1,openai gpt-5.5,ok,25.407,3,560,False,False,False,
synthetic,heap-overflow-csv,1,qwen qwen3-30b-a3b-instruct-2507,ok,33.417,4,1444,False,False,False,
synthetic,heap-overflow-csv,1,x-ai grok-4,ok,44.576,4,1429,True,True,True,
synthetic,heap-overflow-csv,3,anthropic claude-sonnet-4.5,ok,18.189,2,132,False,False,False,
synthetic,heap-overflow-csv,3,google gemini-3.1-flash-lite-preview,ok,11.212,6,6,False,False,False,
synthetic,heap-overflow-csv,3,meta-llama llama-3.1-8b-instruct,ok,30.401,0,4620,True,True,True,
synthetic,heap-overflow-csv,3,nvidia nemotron-3-nano-30b-a3b,ok,37.482,1,3389,False,False,False,
synthetic,heap-overflow-csv,3,openai gpt-4o,ok,15.843,7,1640,True,True,True,
synthetic,heap-overflow-csv,3,openai gpt-5.5,ok,78.035,22,3515,False,False,False,
synthetic,heap-overflow-csv,3,qwen qwen3-30b-a3b-instruct-2507,ok,24.324,14,4038,False,False,False,
synthetic,heap-overflow-csv,3,x-ai grok-4,ok,76.411,2,244,False,False,False,
synthetic,intoverflow-alloc,1,anthropic claude-sonnet-4.5,ok,44.962,10,3049,True,True,True,
synthetic,intoverflow-alloc,1,google gemini-3.1-flash-lite-preview,ok,15.097,9,1657,True,True,True,recovered_from_tool_output
synthetic,intoverflow-alloc,1,meta-llama llama-3.1-8b-instruct,ok,20.056,5,1636,True,True,True,
synthetic,intoverflow-alloc,1,nvidia nemotron-3-nano-30b-a3b,ok,23.884,3,0,False,False,False,
synthetic,intoverflow-alloc,1,openai gpt-4o,ok,22.594,6,1414,True,True,True,
synthetic,intoverflow-alloc,1,openai gpt-5.5,ok,24.105,6,2972,True,True,True,
synthetic,intoverflow-alloc,1,qwen qwen3-30b-a3b-instruct-2507,ok,32.779,11,0,False,False,False,
synthetic,intoverflow-alloc,1,x-ai grok-4,ok,95.239,5,481,False,False,False,
synthetic,intoverflow-alloc,3,anthropic claude-sonnet-4.5,ok,14.704,1,150,False,False,False,
synthetic,intoverflow-alloc,3,google gemini-3.1-flash-lite-preview,ok,31.281,29,29,False,False,False,
synthetic,intoverflow-alloc,3,meta-llama llama-3.1-8b-instruct,ok,22.203,7,2029,True,True,True,
synthetic,intoverflow-alloc,3,nvidia nemotron-3-nano-30b-a3b,ok,52.44,0,6647,False,False,False,
synthetic,intoverflow-alloc,3,openai gpt-4o,ok,14.72,3,2276,True,True,True,
synthetic,intoverflow-alloc,3,openai gpt-5.5,ok,43.88,10,3767,False,False,False,
synthetic,intoverflow-alloc,3,qwen qwen3-30b-a3b-instruct-2507,ok,22.167,7,4396,False,False,False,
synthetic,intoverflow-alloc,3,x-ai grok-4,ok,109.82,2,4965,False,False,False,
synthetic,null-deref-env,1,anthropic claude-sonnet-4.5,ok,37.402,9,3028,True,True,True,
synthetic,null-deref-env,1,google gemini-3.1-flash-lite-preview,ok,10.813,6,0,False,False,False,
synthetic,null-deref-env,1,meta-llama llama-3.1-8b-instruct,ok,45.622,8,3825,True,True,True,
synthetic,null-deref-env,1,nvidia nemotron-3-nano-30b-a3b,timeout,578.114,,0,False,False,False,
synthetic,null-deref-env,1,openai gpt-4o,ok,23.272,5,1177,True,True,True,recovered_from_tool_output
synthetic,null-deref-env,1,openai gpt-5.5,ok,19.88,4,608,False,False,False,
synthetic,null-deref-env,1,qwen qwen3-30b-a3b-instruct-2507,ok,14.941,3,1892,False,False,False,
synthetic,null-deref-env,1,x-ai grok-4,ok,123.169,12,1956,True,True,True,
synthetic,null-deref-env,3,anthropic claude-sonnet-4.5,ok,47.412,11,4158,True,True,True,
synthetic,null-deref-env,3,google gemini-3.1-flash-lite-preview,ok,14.566,9,2131,False,False,False,
synthetic,null-deref-env,3,meta-llama llama-3.1-8b-instruct,ok,33.999,4,5227,True,True,True,
synthetic,null-deref-env,3,nvidia nemotron-3-nano-30b-a3b,ok,22.098,0,6113,False,False,False,
synthetic,null-deref-env,3,openai gpt-4o,ok,13.371,0,2557,True,True,True,
synthetic,null-deref-env,3,openai gpt-5.5,ok,31.344,5,3637,False,False,False,
synthetic,null-deref-env,3,qwen qwen3-30b-a3b-instruct-2507,ok,29.94,9,4782,False,False,False,
synthetic,null-deref-env,3,x-ai grok-4,ok,72.868,2,1717,True,True,True,
synthetic,off-by-one-crc,1,anthropic claude-sonnet-4.5,ok,21.621,4,2488,True,True,True,
synthetic,off-by-one-crc,1,google gemini-3.1-flash-lite-preview,ok,8.75,8,492,True,True,True,
synthetic,off-by-one-crc,1,meta-llama llama-3.1-8b-instruct,ok,422.426,97,42438,True,True,True,
synthetic,off-by-one-crc,1,nvidia nemotron-3-nano-30b-a3b,ok,283.376,3,0,False,False,False,
synthetic,off-by-one-crc,1,openai gpt-4o,ok,24.176,5,1390,True,True,True,
synthetic,off-by-one-crc,1,openai gpt-5.5,ok,37.196,4,3363,True,True,True,
synthetic,off-by-one-crc,1,qwen qwen3-30b-a3b-instruct-2507,ok,18.134,7,1865,True,True,True,
synthetic,off-by-one-crc,1,x-ai grok-4,ok,55.685,5,2017,True,True,True,
synthetic,off-by-one-crc,3,anthropic claude-sonnet-4.5,ok,10.24,4,151,False,False,False,
synthetic,off-by-one-crc,3,google gemini-3.1-flash-lite-preview,ok,8.892,3,1496,False,False,False,
synthetic,off-by-one-crc,3,meta-llama llama-3.1-8b-instruct,ok,38.908,5,5062,True,True,True,
synthetic,off-by-one-crc,3,nvidia nemotron-3-nano-30b-a3b,ok,28.526,0,2612,False,False,False,
synthetic,off-by-one-crc,3,openai gpt-4o,ok,18.692,4,1979,True,True,True,
synthetic,off-by-one-crc,3,openai gpt-5.5,ok,38.658,8,2379,False,False,False,
synthetic,off-by-one-crc,3,qwen qwen3-30b-a3b-instruct-2507,ok,18.69,9,2706,False,False,False,
synthetic,off-by-one-crc,3,x-ai grok-4,ok,36.776,2,117,False,False,False,
synthetic,shift-int-overflow,1,anthropic claude-sonnet-4.5,ok,31.593,6,3038,True,True,True,
synthetic,shift-int-overflow,1,google gemini-3.1-flash-lite-preview,ok,15.164,5,705,True,True,True,
synthetic,shift-int-overflow,1,meta-llama llama-3.1-8b-instruct,ok,19.083,2,1743,True,True,True,
synthetic,shift-int-overflow,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.967,,0,False,False,False,
synthetic,shift-int-overflow,1,openai gpt-4o,ok,21.834,5,2137,True,True,True,
synthetic,shift-int-overflow,1,openai gpt-5.5,ok,30.887,3,2531,True,True,True,
synthetic,shift-int-overflow,1,qwen qwen3-30b-a3b-instruct-2507,ok,36.448,5,1742,True,True,True,
synthetic,shift-int-overflow,1,x-ai grok-4,timeout,1578.124,,0,False,False,False,
synthetic,shift-int-overflow,3,anthropic claude-sonnet-4.5,ok,167.067,20,1028,False,False,False,
synthetic,shift-int-overflow,3,google gemini-3.1-flash-lite-preview,ok,83.578,11,2119,False,False,False,
synthetic,shift-int-overflow,3,meta-llama llama-3.1-8b-instruct,ok,21.623,3,3046,True,True,True,
synthetic,shift-int-overflow,3,nvidia nemotron-3-nano-30b-a3b,ok,25.923,0,6427,False,False,False,
synthetic,shift-int-overflow,3,openai gpt-4o,ok,19.44,7,1695,True,True,True,
synthetic,shift-int-overflow,3,openai gpt-5.5,ok,51.853,17,6184,False,False,False,
synthetic,shift-int-overflow,3,qwen qwen3-30b-a3b-instruct-2507,ok,65.797,7,7122,False,False,False,
synthetic,shift-int-overflow,3,x-ai grok-4,ok,95.121,2,2,False,False,False,
synthetic,signed-unsigned-loop,1,anthropic claude-sonnet-4.5,ok,51.84,7,4628,True,True,True,
synthetic,signed-unsigned-loop,1,google gemini-3.1-flash-lite-preview,ok,9.893,4,984,True,True,True,recovered_from_tool_output
synthetic,signed-unsigned-loop,1,meta-llama llama-3.1-8b-instruct,ok,20.145,5,1670,True,True,True,
synthetic,signed-unsigned-loop,1,nvidia nemotron-3-nano-30b-a3b,timeout,578.088,,0,False,False,False,
synthetic,signed-unsigned-loop,1,openai gpt-4o,ok,18.305,5,1227,True,True,True,
synthetic,signed-unsigned-loop,1,openai gpt-5.5,ok,122.951,4,0,False,False,False,
synthetic,signed-unsigned-loop,1,qwen qwen3-30b-a3b-instruct-2507,ok,59.753,4,1728,False,False,False,
synthetic,signed-unsigned-loop,1,x-ai grok-4,ok,127.807,6,2118,True,True,True,
synthetic,signed-unsigned-loop,3,anthropic claude-sonnet-4.5,ok,171.693,21,5734,True,True,True,
synthetic,signed-unsigned-loop,3,google gemini-3.1-flash-lite-preview,ok,16.313,7,2387,False,False,False,
synthetic,signed-unsigned-loop,3,meta-llama llama-3.1-8b-instruct,ok,21.934,5,2469,True,True,True,
synthetic,signed-unsigned-loop,3,nvidia nemotron-3-nano-30b-a3b,ok,40.845,0,6537,False,False,False,
synthetic,signed-unsigned-loop,3,openai gpt-4o,ok,17.424,7,2160,False,True,True,
synthetic,signed-unsigned-loop,3,openai gpt-5.5,ok,69.914,22,3863,False,False,False,
synthetic,signed-unsigned-loop,3,qwen qwen3-30b-a3b-instruct-2507,ok,27.853,9,5414,False,False,False,
synthetic,signed-unsigned-loop,3,x-ai grok-4,ok,102.187,2,352,False,False,False,
synthetic,stack-buffer-overflow-strcpy,1,anthropic claude-sonnet-4.5,ok,39.776,7,3548,True,True,True,
synthetic,stack-buffer-overflow-strcpy,1,google gemini-3.1-flash-lite-preview,ok,31.02,4,1074,True,True,True,
synthetic,stack-buffer-overflow-strcpy,1,meta-llama llama-3.1-8b-instruct,ok,138.15,23,14641,True,True,True,
synthetic,stack-buffer-overflow-strcpy,1,nvidia nemotron-3-nano-30b-a3b,timeout,578.087,,0,False,False,False,
synthetic,stack-buffer-overflow-strcpy,1,openai gpt-4o,ok,22.66,3,2311,True,True,True,
synthetic,stack-buffer-overflow-strcpy,1,openai gpt-5.5,ok,22.779,4,2097,True,True,True,
synthetic,stack-buffer-overflow-strcpy,1,qwen qwen3-30b-a3b-instruct-2507,ok,41.077,8,0,False,False,False,
synthetic,stack-buffer-overflow-strcpy,1,x-ai grok-4,ok,62.633,5,2166,True,True,True,
synthetic,stack-buffer-overflow-strcpy,3,anthropic claude-sonnet-4.5,ok,74.75,11,921,False,False,False,
synthetic,stack-buffer-overflow-strcpy,3,google gemini-3.1-flash-lite-preview,ok,15.543,14,14,False,False,False,
synthetic,stack-buffer-overflow-strcpy,3,meta-llama llama-3.1-8b-instruct,ok,28.661,2,2569,True,True,True,
synthetic,stack-buffer-overflow-strcpy,3,nvidia nemotron-3-nano-30b-a3b,ok,23.952,0,5707,False,False,False,
synthetic,stack-buffer-overflow-strcpy,3,openai gpt-4o,ok,17.961,4,2208,True,True,True,
synthetic,stack-buffer-overflow-strcpy,3,openai gpt-5.5,ok,41.57,19,2998,False,False,False,
synthetic,stack-buffer-overflow-strcpy,3,qwen qwen3-30b-a3b-instruct-2507,ok,50.412,7,5755,False,False,False,
synthetic,stack-buffer-overflow-strcpy,3,x-ai grok-4,ok,198.604,3,59,False,False,False,
synthetic,test-deep-recursion,1,anthropic claude-sonnet-4.5,ok,37.122,8,3255,True,True,True,
synthetic,test-deep-recursion,1,google gemini-3.1-flash-lite-preview,ok,16.773,8,741,True,True,True,
synthetic,test-deep-recursion,1,meta-llama llama-3.1-8b-instruct,ok,402.661,99,40719,False,False,False,
synthetic,test-deep-recursion,1,nvidia nemotron-3-nano-30b-a3b,timeout,578.069,,0,False,False,False,
synthetic,test-deep-recursion,1,openai gpt-4o,ok,18.66,6,778,False,False,False,
synthetic,test-deep-recursion,1,openai gpt-5.5,ok,22.19,4,2064,True,True,True,
synthetic,test-deep-recursion,1,qwen qwen3-30b-a3b-instruct-2507,ok,37.803,5,1346,True,True,True,
synthetic,test-deep-recursion,1,x-ai grok-4,ok,65.432,5,1502,True,True,True,
synthetic,test-deep-recursion,3,anthropic claude-sonnet-4.5,ok,46.853,7,325,False,False,False,
synthetic,test-deep-recursion,3,google gemini-3.1-flash-lite-preview,ok,21.074,19,19,False,False,False,
synthetic,test-deep-recursion,3,meta-llama llama-3.1-8b-instruct,ok,28.543,3,3320,True,True,True,
synthetic,test-deep-recursion,3,nvidia nemotron-3-nano-30b-a3b,ok,85.325,9,4402,False,False,False,
synthetic,test-deep-recursion,3,openai gpt-4o,ok,17.119,2,1480,True,True,True,
synthetic,test-deep-recursion,3,openai gpt-5.5,ok,36.519,19,3292,False,False,False,
synthetic,test-deep-recursion,3,qwen qwen3-30b-a3b-instruct-2507,ok,27.724,16,4730,False,False,False,
synthetic,test-deep-recursion,3,x-ai grok-4,ok,146.582,2,294,False,False,False,
synthetic,test-definition-likely,1,anthropic claude-sonnet-4.5,ok,41.048,8,2784,True,True,True,
synthetic,test-definition-likely,1,google gemini-3.1-flash-lite-preview,ok,13.778,7,0,False,False,False,
synthetic,test-definition-likely,1,meta-llama llama-3.1-8b-instruct,ok,51.017,6,5504,True,True,True,
synthetic,test-definition-likely,1,nvidia nemotron-3-nano-30b-a3b,timeout,578.099,,0,False,False,False,
synthetic,test-definition-likely,1,openai gpt-4o,ok,25.517,6,1695,True,True,True,
synthetic,test-definition-likely,1,openai gpt-5.5,ok,29.651,4,2160,True,True,True,
synthetic,test-definition-likely,1,qwen qwen3-30b-a3b-instruct-2507,ok,32.557,4,2637,True,True,True,
synthetic,test-definition-likely,1,x-ai grok-4,ok,46.367,5,1607,True,True,True,
synthetic,test-definition-likely,3,anthropic claude-sonnet-4.5,ok,168.246,15,4149,True,True,True,
synthetic,test-definition-likely,3,google gemini-3.1-flash-lite-preview,ok,28.695,23,23,False,False,False,
synthetic,test-definition-likely,3,meta-llama llama-3.1-8b-instruct,ok,31.511,4,3099,True,True,True,
synthetic,test-definition-likely,3,nvidia nemotron-3-nano-30b-a3b,ok,129.237,4,5663,False,False,False,
synthetic,test-definition-likely,3,openai gpt-4o,ok,16.053,2,1722,True,True,True,
synthetic,test-definition-likely,3,openai gpt-5.5,ok,37.597,10,3158,False,False,False,
synthetic,test-definition-likely,3,qwen qwen3-30b-a3b-instruct-2507,ok,26.228,5,2441,True,True,True,
synthetic,test-definition-likely,3,x-ai grok-4,ok,74.611,1,115,False,False,False,
synthetic,test-failed-assert,1,anthropic claude-sonnet-4.5,ok,34.187,7,2941,True,True,True,
synthetic,test-failed-assert,1,google gemini-3.1-flash-lite-preview,ok,23.923,7,0,False,False,False,
synthetic,test-failed-assert,1,meta-llama llama-3.1-8b-instruct,ok,321.479,66,12337,True,True,True,
synthetic,test-failed-assert,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.688,,0,False,False,False,
synthetic,test-failed-assert,1,openai gpt-4o,ok,23.251,6,742,True,True,True,recovered_from_tool_output
synthetic,test-failed-assert,1,openai gpt-5.5,ok,30.838,5,2132,True,True,True,
synthetic,test-failed-assert,1,qwen qwen3-30b-a3b-instruct-2507,ok,31.849,5,1349,True,True,True,
synthetic,test-failed-assert,1,x-ai grok-4,ok,79.272,5,1734,True,True,True,
synthetic,test-failed-assert,3,anthropic claude-sonnet-4.5,no_collect,92.314,,0,False,False,False,
synthetic,test-failed-assert,3,google gemini-3.1-flash-lite-preview,ok,17.622,12,1945,False,False,False,
synthetic,test-failed-assert,3,meta-llama llama-3.1-8b-instruct,ok,31.762,2,3826,True,True,False,
synthetic,test-failed-assert,3,nvidia nemotron-3-nano-30b-a3b,ok,35.917,0,3391,False,False,False,
synthetic,test-failed-assert,3,openai gpt-4o,ok,14.783,0,2347,True,True,True,
synthetic,test-failed-assert,3,openai gpt-5.5,ok,46.367,3,4222,False,False,False,
synthetic,test-failed-assert,3,qwen qwen3-30b-a3b-instruct-2507,ok,21.472,10,3038,False,False,False,
synthetic,test-failed-assert,3,x-ai grok-4,ok,5.122,0,0,False,False,False,
synthetic,test-out-of-bounds-read,1,anthropic claude-sonnet-4.5,ok,28.586,6,2630,True,True,True,
synthetic,test-out-of-bounds-read,1,google gemini-3.1-flash-lite-preview,ok,17.804,3,0,False,False,False,
synthetic,test-out-of-bounds-read,1,meta-llama llama-3.1-8b-instruct,ok,26.151,2,2738,True,True,True,
synthetic,test-out-of-bounds-read,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.056,,0,False,False,False,
synthetic,test-out-of-bounds-read,1,openai gpt-4o,ok,20.972,5,876,True,True,True,recovered_from_tool_output
synthetic,test-out-of-bounds-read,1,openai gpt-5.5,ok,29.264,3,2203,True,True,True,
synthetic,test-out-of-bounds-read,1,qwen qwen3-30b-a3b-instruct-2507,ok,28.833,5,0,False,False,False,
synthetic,test-out-of-bounds-read,1,x-ai grok-4,ok,47.439,4,1751,True,True,True,
synthetic,test-out-of-bounds-read,3,anthropic claude-sonnet-4.5,ok,77.281,5,179,False,False,False,
synthetic,test-out-of-bounds-read,3,google gemini-3.1-flash-lite-preview,ok,17.461,9,1874,False,False,False,
synthetic,test-out-of-bounds-read,3,meta-llama llama-3.1-8b-instruct,ok,32.848,3,4216,True,True,True,
synthetic,test-out-of-bounds-read,3,nvidia nemotron-3-nano-30b-a3b,ok,34.915,0,3835,False,False,False,
synthetic,test-out-of-bounds-read,3,openai gpt-4o,ok,14.278,4,4,False,False,False,
synthetic,test-out-of-bounds-read,3,openai gpt-5.5,ok,33.42,8,3277,False,False,False,
synthetic,test-out-of-bounds-read,3,qwen qwen3-30b-a3b-instruct-2507,ok,29.506,6,3548,False,False,False,
synthetic,test-out-of-bounds-read,3,x-ai grok-4,ok,141.105,1,2738,False,False,False,
synthetic,test-overflow,1,anthropic claude-sonnet-4.5,ok,103.842,24,7596,True,True,True,
synthetic,test-overflow,1,google gemini-3.1-flash-lite-preview,ok,28.026,11,0,False,False,False,
synthetic,test-overflow,1,meta-llama llama-3.1-8b-instruct,ok,167.21,99,2708,True,True,True,
synthetic,test-overflow,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.063,6,764,True,True,True,
synthetic,test-overflow,1,openai gpt-4o,ok,19.752,6,1208,True,True,True,
synthetic,test-overflow,1,openai gpt-5.5,ok,50.65,12,3847,True,True,True,
synthetic,test-overflow,1,qwen qwen3-30b-a3b-instruct-2507,ok,2211.75,4,3422,True,True,True,
synthetic,test-overflow,1,x-ai grok-4,ok,1332.042,12,1638,True,True,True,
synthetic,test-overflow,3,anthropic claude-sonnet-4.5,ok,23.539,5,191,False,False,False,
