panel,case_id,tier,model,status,elapsed_s,tool_calls,response_len,has_rc,has_lf,has_gf,response_source
synthetic,test-overflow,3,google gemini-3.1-flash-lite-preview,ok,28.102,29,29,False,False,False,
synthetic,test-overflow,3,meta-llama llama-3.1-8b-instruct,ok,25.689,3,3144,True,True,True,
synthetic,test-overflow,3,nvidia nemotron-3-nano-30b-a3b,ok,23.715,1,1,False,False,False,
synthetic,test-overflow,3,openai gpt-4o,ok,12.932,1,1,False,False,False,
synthetic,test-overflow,3,openai gpt-5.5,ok,88.427,21,3170,False,False,False,
synthetic,test-overflow,3,qwen qwen3-30b-a3b-instruct-2507,ok,16.944,5,2437,False,False,False,
synthetic,test-overflow,3,x-ai grok-4,ok,190.157,4,3752,False,False,False,
synthetic,test-pointers-loop,1,anthropic claude-sonnet-4.5,ok,28.472,7,2684,True,True,True,
synthetic,test-pointers-loop,1,google gemini-3.1-flash-lite-preview,ok,15.808,5,900,True,True,True,recovered_from_tool_output
synthetic,test-pointers-loop,1,meta-llama llama-3.1-8b-instruct,ok,67.23,8,7835,True,True,True,
synthetic,test-pointers-loop,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.011,,0,False,False,False,
synthetic,test-pointers-loop,1,openai gpt-4o,ok,22.702,6,1306,True,True,True,
synthetic,test-pointers-loop,1,openai gpt-5.5,ok,26.746,5,2170,True,True,True,
synthetic,test-pointers-loop,1,qwen qwen3-30b-a3b-instruct-2507,ok,31.161,5,1374,True,True,True,
synthetic,test-pointers-loop,1,x-ai grok-4,ok,58.333,5,1738,True,True,True,
synthetic,test-pointers-loop,3,anthropic claude-sonnet-4.5,ok,102.04,13,3326,True,True,True,
synthetic,test-pointers-loop,3,google gemini-3.1-flash-lite-preview,ok,68.704,68,1895,True,True,True,
synthetic,test-pointers-loop,3,meta-llama llama-3.1-8b-instruct,ok,35.756,2,5487,True,True,True,
synthetic,test-pointers-loop,3,nvidia nemotron-3-nano-30b-a3b,ok,26.381,0,1569,True,True,True,
synthetic,test-pointers-loop,3,openai gpt-4o,ok,16.072,2,2299,False,True,True,
synthetic,test-pointers-loop,3,openai gpt-5.5,ok,40.848,10,2144,True,True,True,
synthetic,test-pointers-loop,3,qwen qwen3-30b-a3b-instruct-2507,ok,9.894,2,1,False,False,False,
synthetic,test-pointers-loop,3,x-ai grok-4,ok,131.821,4,42,False,False,False,
synthetic,test-pointers,1,anthropic claude-sonnet-4.5,ok,32.126,7,3198,True,True,True,
synthetic,test-pointers,1,google gemini-3.1-flash-lite-preview,ok,31.263,6,841,True,True,True,
synthetic,test-pointers,1,meta-llama llama-3.1-8b-instruct,ok,82.521,17,8385,True,True,True,
synthetic,test-pointers,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.047,,0,False,False,False,
synthetic,test-pointers,1,openai gpt-4o,ok,23.927,6,849,False,False,False,
synthetic,test-pointers,1,openai gpt-5.5,ok,24.007,5,1980,True,True,True,
synthetic,test-pointers,1,qwen qwen3-30b-a3b-instruct-2507,ok,26.563,5,1307,True,True,True,
synthetic,test-pointers,1,x-ai grok-4,ok,41.603,4,342,False,False,False,
synthetic,test-pointers,3,anthropic claude-sonnet-4.5,ok,21.425,2,167,False,False,False,
synthetic,test-pointers,3,google gemini-3.1-flash-lite-preview,ok,20.469,22,22,False,False,False,
synthetic,test-pointers,3,meta-llama llama-3.1-8b-instruct,ok,22.742,3,2670,True,True,True,
synthetic,test-pointers,3,nvidia nemotron-3-nano-30b-a3b,ok,30.984,1,690,True,True,True,
synthetic,test-pointers,3,openai gpt-4o,ok,13.759,1,1715,True,True,True,
synthetic,test-pointers,3,openai gpt-5.5,ok,34.096,9,2116,True,True,True,
synthetic,test-pointers,3,qwen qwen3-30b-a3b-instruct-2507,ok,20.438,4,1747,True,True,True,
synthetic,test-pointers,3,x-ai grok-4,ok,88.354,2,31,False,False,False,
synthetic,test-stack-overflow,1,anthropic claude-sonnet-4.5,ok,26.185,5,2799,True,True,True,
synthetic,test-stack-overflow,1,google gemini-3.1-flash-lite-preview,ok,19.138,6,828,True,True,True,
synthetic,test-stack-overflow,1,meta-llama llama-3.1-8b-instruct,ok,515.093,12,12871,True,True,True,
synthetic,test-stack-overflow,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.028,,0,False,False,False,
synthetic,test-stack-overflow,1,openai gpt-4o,ok,15.12,5,695,False,False,False,
synthetic,test-stack-overflow,1,openai gpt-5.5,ok,28.272,3,2703,True,True,True,
synthetic,test-stack-overflow,1,qwen qwen3-30b-a3b-instruct-2507,ok,2191.794,4,0,False,False,False,
synthetic,test-stack-overflow,1,x-ai grok-4,ok,1322.352,4,0,False,False,False,
synthetic,test-stack-overflow,3,anthropic claude-sonnet-4.5,no_collect,5.45,,0,False,False,False,
synthetic,test-stack-overflow,3,google gemini-3.1-flash-lite-preview,ok,13.493,2,1868,False,False,False,
synthetic,test-stack-overflow,3,meta-llama llama-3.1-8b-instruct,ok,31.293,3,2605,True,True,True,
synthetic,test-stack-overflow,3,nvidia nemotron-3-nano-30b-a3b,ok,58.969,1,4370,False,False,False,
synthetic,test-stack-overflow,3,openai gpt-4o,no_collect,8.178,,0,False,False,False,
synthetic,test-stack-overflow,3,openai gpt-5.5,ok,38.91,4,3566,False,False,False,
synthetic,test-stack-overflow,3,qwen qwen3-30b-a3b-instruct-2507,ok,26.626,4,3745,False,False,False,
synthetic,test-stack-overflow,3,x-ai grok-4,ok,51.927,1,2392,True,True,True,
synthetic,test-use-after-free,1,anthropic claude-sonnet-4.5,ok,30.908,7,3502,True,True,True,
synthetic,test-use-after-free,1,google gemini-3.1-flash-lite-preview,ok,12.284,5,0,False,False,False,
synthetic,test-use-after-free,1,meta-llama llama-3.1-8b-instruct,ok,29.205,2,2692,False,False,False,
synthetic,test-use-after-free,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.043,,0,False,False,False,
synthetic,test-use-after-free,1,openai gpt-4o,ok,18.858,5,1807,True,True,True,
synthetic,test-use-after-free,1,openai gpt-5.5,ok,32.14,4,2507,True,True,True,
synthetic,test-use-after-free,1,qwen qwen3-30b-a3b-instruct-2507,ok,25.951,4,2609,True,True,True,
synthetic,test-use-after-free,1,x-ai grok-4,timeout,1578.398,,0,False,False,False,
synthetic,test-use-after-free,3,anthropic claude-sonnet-4.5,ok,127.858,21,4895,True,True,True,
synthetic,test-use-after-free,3,google gemini-3.1-flash-lite-preview,ok,26.529,20,2058,False,False,False,
synthetic,test-use-after-free,3,meta-llama llama-3.1-8b-instruct,ok,28.727,0,2934,True,True,True,
synthetic,test-use-after-free,3,nvidia nemotron-3-nano-30b-a3b,ok,28.89,0,5262,False,False,False,
synthetic,test-use-after-free,3,openai gpt-4o,ok,13.201,0,2798,True,True,True,
synthetic,test-use-after-free,3,openai gpt-5.5,ok,34.535,6,3305,False,False,False,
synthetic,test-use-after-free,3,qwen qwen3-30b-a3b-instruct-2507,ok,20.098,6,5671,False,False,False,
synthetic,test-use-after-free,3,x-ai grok-4,ok,398.578,5,19697,False,False,False,
synthetic,uaf-linked-list,1,anthropic claude-sonnet-4.5,ok,54.978,6,3122,True,True,True,
synthetic,uaf-linked-list,1,google gemini-3.1-flash-lite-preview,ok,7.981,7,1124,True,True,True,recovered_from_tool_output
synthetic,uaf-linked-list,1,meta-llama llama-3.1-8b-instruct,ok,12.017,5,1321,True,True,True,
synthetic,uaf-linked-list,1,nvidia nemotron-3-nano-30b-a3b,ok,182.911,3,0,False,False,False,
synthetic,uaf-linked-list,1,openai gpt-4o,ok,17.472,5,1456,True,True,True,
synthetic,uaf-linked-list,1,openai gpt-5.5,ok,21.19,5,2222,True,True,True,
synthetic,uaf-linked-list,1,qwen qwen3-30b-a3b-instruct-2507,ok,20.226,8,0,False,False,False,
synthetic,uaf-linked-list,1,x-ai grok-4,ok,67.937,5,1867,True,True,True,
synthetic,uaf-linked-list,3,anthropic claude-sonnet-4.5,ok,9.172,2,153,False,False,False,
synthetic,uaf-linked-list,3,google gemini-3.1-flash-lite-preview,ok,8.899,3,1862,False,False,False,
synthetic,uaf-linked-list,3,meta-llama llama-3.1-8b-instruct,ok,35.721,2,5867,True,True,True,
synthetic,uaf-linked-list,3,nvidia nemotron-3-nano-30b-a3b,ok,63.566,0,4247,False,False,False,
synthetic,uaf-linked-list,3,openai gpt-4o,ok,14.615,4,1864,True,True,True,
synthetic,uaf-linked-list,3,openai gpt-5.5,ok,44.832,16,2733,False,False,False,
synthetic,uaf-linked-list,3,qwen qwen3-30b-a3b-instruct-2507,ok,24.286,8,4799,False,False,False,
synthetic,uaf-linked-list,3,x-ai grok-4,ok,61.431,1,4241,False,False,False,
synthetic,vector-iter-after-pushback,1,anthropic claude-sonnet-4.5,ok,36.912,6,4152,True,True,True,
synthetic,vector-iter-after-pushback,1,google gemini-3.1-flash-lite-preview,ok,10.444,4,1015,True,True,True,recovered_from_tool_output
synthetic,vector-iter-after-pushback,1,meta-llama llama-3.1-8b-instruct,timeout,580.985,,0,False,False,False,
synthetic,vector-iter-after-pushback,1,nvidia nemotron-3-nano-30b-a3b,timeout,577.041,,0,False,False,False,
synthetic,vector-iter-after-pushback,1,openai gpt-4o,ok,18.032,5,1442,True,True,True,recovered_from_tool_output
synthetic,vector-iter-after-pushback,1,openai gpt-5.5,ok,60.582,6,3478,True,True,True,
synthetic,vector-iter-after-pushback,1,qwen qwen3-30b-a3b-instruct-2507,ok,13.837,5,1863,True,True,True,
synthetic,vector-iter-after-pushback,1,x-ai grok-4,ok,41.145,5,742,True,True,True,
synthetic,vector-iter-after-pushback,3,anthropic claude-sonnet-4.5,ok,13.835,3,136,False,False,False,
synthetic,vector-iter-after-pushback,3,google gemini-3.1-flash-lite-preview,ok,12.75,5,2533,False,False,False,
synthetic,vector-iter-after-pushback,3,meta-llama llama-3.1-8b-instruct,ok,24.229,2,2808,True,True,True,
synthetic,vector-iter-after-pushback,3,nvidia nemotron-3-nano-30b-a3b,ok,25.118,0,6073,False,False,False,
synthetic,vector-iter-after-pushback,3,openai gpt-4o,ok,19.595,8,2363,True,True,True,
synthetic,vector-iter-after-pushback,3,openai gpt-5.5,ok,45.312,17,4046,False,False,False,
synthetic,vector-iter-after-pushback,3,qwen qwen3-30b-a3b-instruct-2507,ok,41.922,10,5406,False,False,False,
synthetic,vector-iter-after-pushback,3,x-ai grok-4,ok,112.006,2,129,False,False,False,
realworld,bc-heap-overflow,1,openai gpt-4o,ok,29.608,8,2542,True,True,True,
realworld,bc-heap-overflow,1,qwen qwen3-30b-a3b-instruct-2507,ok,149.232,51,1596,True,True,True,
realworld,bc-heap-overflow,3,meta-llama llama-3.1-8b-instruct,ok,6.802,0,64,False,False,False,
realworld,bc-heap-overflow,3,nvidia nemotron-3-nano-30b-a3b,ok,35.395,7,3200,True,True,True,
realworld,bc-heap-overflow,3,openai gpt-4o,ok,13.25,0,3009,False,False,False,
realworld,bc-heap-overflow,3,qwen qwen3-30b-a3b-instruct-2507,ok,315.045,148,3059,True,True,True,
realworld,berry-1,1,google gemini-2.5-flash,ok,13.094,8,4508,True,True,True,
realworld,berry-1,1,meta-llama llama-3.1-8b-instruct,ok,14.391,5,1722,False,False,False,
realworld,berry-1,1,nvidia nemotron-3-nano-30b-a3b,timeout,600.113,85,0,False,False,False,
realworld,berry-1,1,openai gpt-4o,ok,79.317,19,10078,True,True,True,
realworld,berry-1,1,openai gpt-5.5,ok,43.86,5,3729,True,True,True,
realworld,berry-1,1,qwen qwen3-30b-a3b-instruct-2507,ok,48.186,8,6847,True,True,True,
realworld,berry-1,3,meta-llama llama-3.1-8b-instruct,ok,16.61,3,2812,False,False,False,
realworld,berry-1,3,nvidia nemotron-3-nano-30b-a3b,ok,225.884,6,4805,False,False,False,
realworld,berry-1,3,openai gpt-4o,ok,18.408,8,3739,True,True,True,
realworld,berry-1,3,qwen qwen3-30b-a3b-instruct-2507,ok,57.701,6,10772,True,True,True,
realworld,berry-2,1,google gemini-2.5-flash,ok,19.134,6,5957,True,True,True,
realworld,berry-2,1,meta-llama llama-3.1-8b-instruct,ok,16.359,7,2363,True,True,True,
realworld,berry-2,1,nvidia nemotron-3-nano-30b-a3b,timeout,600.097,57,0,False,False,False,
realworld,berry-2,1,openai gpt-4o,ok,25.079,9,4089,True,True,True,
realworld,berry-2,1,openai gpt-5.5,ok,107.96,16,4262,True,True,True,
realworld,berry-2,1,qwen qwen3-30b-a3b-instruct-2507,ok,439.922,25,11888,True,True,True,
realworld,berry-2,3,google gemini-2.5-flash,ok,20.157,7,6706,True,True,True,
realworld,berry-2,3,meta-llama llama-3.1-8b-instruct,ok,10.921,0,0,False,False,False,
realworld,berry-2,3,openai gpt-4o,ok,18.322,14,2420,True,True,True,
realworld,berry-2,3,qwen qwen3-30b-a3b-instruct-2507,ok,172.924,52,7673,True,True,True,
realworld,berry-3,1,google gemini-2.5-flash,ok,18.255,10,7639,True,True,True,
realworld,berry-3,1,meta-llama llama-3.1-8b-instruct,ok,22.047,8,3380,False,False,False,
realworld,berry-3,1,nvidia nemotron-3-nano-30b-a3b,timeout,600.112,20,0,False,False,False,
realworld,berry-3,1,openai gpt-4o,ok,44.09,6,2378,True,True,True,
realworld,berry-3,1,openai gpt-5.5,ok,116.219,34,6578,True,True,True,
realworld,berry-3,1,qwen qwen3-30b-a3b-instruct-2507,ok,235.023,68,1872,True,True,True,
realworld,berry-3,3,google gemini-2.5-flash,ok,72.588,54,24642,True,True,True,
realworld,berry-3,3,meta-llama llama-3.1-8b-instruct,ok,7.201,0,100,False,False,False,
realworld,berry-3,3,openai gpt-4o,ok,18.572,11,2411,True,True,True,
realworld,berry-3,3,qwen qwen3-30b-a3b-instruct-2507,ok,136.704,25,15460,True,True,True,
realworld,berry-4,1,google gemini-2.5-flash,ok,15.426,7,6768,True,True,True,
realworld,berry-4,1,meta-llama llama-3.1-8b-instruct,ok,309.323,0,0,False,False,False,
realworld,berry-4,1,openai gpt-4o,ok,24.135,6,2290,True,True,True,
realworld,berry-4,1,openai gpt-5.5,ok,50.773,10,4121,True,True,True,
realworld,berry-4,1,qwen qwen3-30b-a3b-instruct-2507,ok,99.407,27,4661,True,True,True,
realworld,berry-4,3,google gemini-2.5-flash,ok,38.48,31,12249,True,True,True,
realworld,berry-4,3,meta-llama llama-3.1-8b-instruct,ok,7.501,0,50,False,False,False,
realworld,berry-4,3,openai gpt-4o,ok,12.017,2,2712,False,False,False,
realworld,berry-4,3,openai gpt-5.5,ok,408.676,204,5100,True,True,True,
realworld,berry-4,3,qwen qwen3-30b-a3b-instruct-2507,ok,138.26,48,2568,True,True,True,
realworld,berry-5,1,google gemini-2.5-flash,ok,31.862,24,10958,True,True,True,
realworld,berry-5,1,meta-llama llama-3.1-8b-instruct,ok,38.004,7,2912,True,True,True,
realworld,berry-5,1,openai gpt-4o,ok,46.367,6,2475,True,True,True,
realworld,berry-5,1,openai gpt-5.5,ok,99.257,20,5482,True,True,True,
realworld,berry-5,3,google gemini-2.5-flash,ok,22.474,8,6790,True,True,True,
realworld,berry-5,3,meta-llama llama-3.1-8b-instruct,ok,32.679,5,5191,True,True,True,
realworld,berry-5,3,nvidia nemotron-3-nano-30b-a3b,ok,151.406,6,4151,False,False,False,
realworld,berry-5,3,openai gpt-4o,ok,15.02,10,2251,True,True,True,
realworld,berry-5,3,qwen qwen3-30b-a3b-instruct-2507,ok,88.009,19,15614,True,True,True,
realworld,crashbench-abo1,1,anthropic claude-sonnet-4.5,ok,45.963,7,3320,True,True,True,
realworld,crashbench-abo1,1,google gemini-3.1-flash-lite-preview,ok,10.74,3,0,False,False,False,
realworld,crashbench-abo1,1,nvidia nemotron-3-nano-30b-a3b,ok,27.606,1,815,True,True,True,
realworld,crashbench-abo1,1,openai gpt-5.5,ok,37.05,5,3223,True,True,True,
realworld,crashbench-abo1,1,qwen qwen3-30b-a3b-instruct-2507,ok,158.347,5,2190,True,True,True,
realworld,crashbench-abo1,3,anthropic claude-sonnet-4.5,ok,40.406,0,0,False,False,False,
realworld,crashbench-abo1,3,openai gpt-5.5,ok,108.991,16,4660,False,False,False,
realworld,crashbench-abo2,1,anthropic claude-sonnet-4.5,ok,290.996,7,3100,True,True,True,
realworld,crashbench-abo2,1,google gemini-3.1-flash-lite-preview,ok,20.448,2,1691,True,True,True,
realworld,crashbench-abo2,1,openai gpt-5.5,ok,51.136,3,3179,True,True,True,
realworld,crashbench-abo2,1,qwen qwen3-30b-a3b-instruct-2507,ok,17.548,5,1788,True,True,True,
realworld,crashbench-abo2,3,anthropic claude-sonnet-4.5,ok,102.941,11,474,False,False,False,
realworld,crashbench-abo2,3,google gemini-3.1-flash-lite-preview,ok,27.665,20,1734,False,False,False,
realworld,crashbench-abo3,1,anthropic claude-sonnet-4.5,ok,271.268,7,2978,True,True,True,
realworld,crashbench-abo3,1,google gemini-3.1-flash-lite-preview,ok,12.098,2,1832,True,True,True,
realworld,crashbench-abo3,3,openai gpt-5.5,ok,74.501,10,7,False,False,False,
realworld,crashbench-abo5,1,anthropic claude-sonnet-4.5,ok,77.94,9,3382,True,True,True,
realworld,crashbench-abo5,1,google gemini-3.1-flash-lite-preview,ok,14.266,2,2095,True,True,True,
realworld,crashbench-abo5,1,openai gpt-5.5,ok,51.975,6,3792,True,True,True,
realworld,crashbench-abo5,3,nvidia nemotron-3-nano-30b-a3b,ok,39.945,0,0,False,False,False,
realworld,crashbench-abo7,1,anthropic claude-sonnet-4.5,ok,39.061,7,2882,True,True,True,
realworld,crashbench-abo7,1,google gemini-3.1-flash-lite-preview,ok,13.33,2,1382,True,True,True,
realworld,crashbench-abo7,1,openai gpt-5.5,ok,28.234,5,3228,True,True,True,
realworld,crashbench-abo7,1,qwen qwen3-30b-a3b-instruct-2507,ok,16.662,5,1652,True,True,True,
realworld,crashbench-abo7,3,anthropic claude-sonnet-4.5,ok,156.429,24,6608,False,False,False,
realworld,crashbench-abo7,3,nvidia nemotron-3-nano-30b-a3b,ok,184.819,7,11,False,False,False,
realworld,crashbench-abo8,1,google gemini-3.1-flash-lite-preview,ok,10.853,2,1805,True,True,True,
realworld,crashbench-abo8,1,nvidia nemotron-3-nano-30b-a3b,ok,11.832,2,1034,True,True,True,
realworld,crashbench-abo8,1,openai gpt-5.5,ok,60.269,5,3656,True,True,True,
realworld,crashbench-abo8,1,qwen qwen3-30b-a3b-instruct-2507,ok,12.873,4,1699,True,True,True,
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,anthropic claude-sonnet-4.5,ok,46.329,8,3778,True,True,True,
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,google gemini-3.1-flash-lite-preview,ok,13.21,3,3160,True,True,True,
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,nvidia nemotron-3-nano-30b-a3b,ok,23.301,1,599,True,True,True,
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openai gpt-5.5,ok,28.719,5,2960,True,True,True,
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,qwen qwen3-30b-a3b-instruct-2507,ok,23.511,5,1540,True,True,True,
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,anthropic claude-sonnet-4.5,ok,50.633,9,4176,True,True,True,
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,google gemini-3.1-flash-lite-preview,ok,12.015,2,2077,True,True,True,
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,nvidia nemotron-3-nano-30b-a3b,ok,13.717,1,612,True,True,True,
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openai gpt-5.5,ok,266.895,7,3429,True,True,True,
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,qwen qwen3-30b-a3b-instruct-2507,ok,15.714,5,2071,True,True,True,
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,qwen qwen3-30b-a3b-instruct-2507,ok,119.154,42,4594,False,False,False,
realworld,juliet-cwe126-char-alloca-loop-01,1,anthropic claude-sonnet-4.5,ok,252.477,0,0,False,False,False,
realworld,juliet-cwe126-char-alloca-loop-01,1,google gemini-3.1-flash-lite-preview,ok,239.272,3,2498,True,True,True,
realworld,juliet-cwe126-char-alloca-loop-01,1,nvidia nemotron-3-nano-30b-a3b,ok,9.272,1,588,True,True,True,
realworld,juliet-cwe126-char-alloca-loop-01,1,openai gpt-5.5,ok,30.766,5,3033,True,True,True,
realworld,juliet-cwe126-char-alloca-loop-01,1,qwen qwen3-30b-a3b-instruct-2507,ok,25.713,5,0,False,False,False,
realworld,juliet-cwe415-malloc-free-char-01,1,anthropic claude-sonnet-4.5,ok,252.285,0,0,False,False,False,
realworld,juliet-cwe415-malloc-free-char-01,1,google gemini-3.1-flash-lite-preview,ok,10.467,2,1691,True,True,True,
realworld,juliet-cwe415-malloc-free-char-01,1,nvidia nemotron-3-nano-30b-a3b,ok,12.883,1,684,True,True,True,
realworld,juliet-cwe415-malloc-free-char-01,1,openai gpt-5.5,ok,26.103,5,3389,True,True,True,
realworld,juliet-cwe415-malloc-free-char-01,3,anthropic claude-sonnet-4.5,ok,5.146,0,0,False,False,False,
realworld,juliet-cwe415-malloc-free-char-01,3,qwen qwen3-30b-a3b-instruct-2507,ok,7.685,4,1277,False,False,False,
realworld,juliet-cwe416-malloc-free-char-01,1,anthropic claude-sonnet-4.5,ok,252.515,0,0,False,False,False,
realworld,juliet-cwe416-malloc-free-char-01,1,google gemini-3.1-flash-lite-preview,ok,9.917,2,1801,True,True,True,
realworld,juliet-cwe416-malloc-free-char-01,1,nvidia nemotron-3-nano-30b-a3b,ok,13.261,1,766,True,True,True,
realworld,juliet-cwe416-malloc-free-char-01,1,openai gpt-5.5,ok,29.132,4,3006,True,True,True,
realworld,juliet-cwe416-malloc-free-char-01,1,qwen qwen3-30b-a3b-instruct-2507,ok,137.878,5,0,False,False,False,
realworld,man-overflow,1,openai gpt-4o,ok,98.392,11,3082,True,True,True,
realworld,man-overflow,1,qwen qwen3-30b-a3b-instruct-2507,ok,13.086,5,2717,False,False,False,
realworld,ncompress-overflow,3,meta-llama llama-3.1-8b-instruct,ok,5.9,0,64,False,False,False,
realworld,ncompress-overflow,3,nvidia nemotron-3-nano-30b-a3b,ok,71.956,10,4032,True,True,True,
realworld,ncompress-overflow,3,openai gpt-4o,ok,25.266,12,2495,False,False,False,
realworld,ncompress-overflow,3,qwen qwen3-30b-a3b-instruct-2507,ok,227.749,129,2443,True,True,True,
realworld,polymorph-overflow,1,openai gpt-4o,ok,21.504,5,2084,True,True,True,
realworld,polymorph-overflow,1,qwen qwen3-30b-a3b-instruct-2507,ok,181.963,99,0,False,False,False,
