run_id,case_id,model,tool_config,context_lines,tier,trial,status,elapsed_s,exit_code,root_cause,local_fix,global_fix,judge_status,judge_model,mut_input_tokens,mut_output_tokens,num_tool_calls,tool_frequency_json,total_code_length
crashbench-abo1__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,crashbench-abo1,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,48.093,0,1,0,1,ok,openrouter/openai/gpt-5,24207,1830,7,"{""ls"": 1, ""cat"": 2, ""prog"": 1, ""gdb"": 1, ""echo"": 2}",0
crashbench-abo1__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,crashbench-abo1,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,31.109,0,1,0,1,ok,openrouter/openai/gpt-5,4155,336,2,"{""ls"": 1, ""echo"": 1}",0
crashbench-abo1__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,crashbench-abo1,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,ok,27.606,0,0,0,0,ok,openrouter/openai/gpt-5,891,1500,1,"{""echo"": 1}",0
crashbench-abo1__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,crashbench-abo1,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,48.186,0,1,1,1,ok,openrouter/openai/gpt-5,8039,1762,5,"{""ls"": 1, ""prog"": 1, ""python3"": 1, ""echo"": 2}",0
crashbench-abo1__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,crashbench-abo1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,ok,23.583,0,1,0,1,ok,openrouter/openai/gpt-5,10665,676,5,"{""ls"": 1, ""cat"": 1, ""prog"": 1, ""gdb"": 1, ""echo"": 1}",0
crashbench-abo1__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo1,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,ok,35.036,0,1,0,1,ok,openrouter/openai/gpt-5,21709,1137,6,"{""nl"": 1, ""run"": 1, ""echo"": 2, ""cat"": 1, ""grep"": 1}",0
crashbench-abo1__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo1,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,11.107,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,5837,98,3,"{""nl"": 1, ""run"": 1, ""echo"": 1}",0
crashbench-abo1__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo1,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,294.646,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo1__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo1,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,44.233,0,1,1,1,ok,openrouter/openai/gpt-5,13329,1343,5,"{""nl"": 1, ""run"": 1, ""break"": 1, ""print"": 1, ""echo"": 1}",0
crashbench-abo1__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,ok,30.223,0,1,0,1,ok,openrouter/openai/gpt-5,16321,1004,5,"{""nl"": 1, ""run"": 2, ""frame"": 1, ""echo"": 1}",0
crashbench-abo1__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo1,openrouter/anthropic/claude-sonnet-4.5,t3_unfenced_cmw.json,10,3,1,timeout,299.302,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo1__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,crashbench-abo1,openrouter/google/gemini-3.1-flash-lite-preview,t3_unfenced_cmw.json,10,3,1,ok,34.01,0,1,0,1,ok,openrouter/openai/gpt-5,4032,623,16,"{""run"": 3, ""break"": 4, ""code"": 1, ""print"": 2, ""step"": 2, ""#"": 2, ""info"": 1, ""next"": 1}",194
crashbench-abo1__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,crashbench-abo1,openrouter/nvidia/nemotron-3-nano-30b-a3b,t3_unfenced_cmw.json,10,3,1,ok,33.841,0,1,0,1,ok,openrouter/openai/gpt-5,1666,1615,2,"{""code"": 1, ""list"": 1}",201
crashbench-abo1__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo1,openrouter/openai/gpt-5.5,t3_unfenced_cmw.json,10,3,1,ok,54.956,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,1,"{""bt"": 1}",0
crashbench-abo1__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,crashbench-abo1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,t3_unfenced_cmw.json,10,3,1,ok,48.095,0,0,0,1,ok,openrouter/openai/gpt-5,2649,815,13,"{""info"": 1, ""where"": 1, ""print"": 1, ""set"": 5, ""code"": 5}",313
crashbench-abo1__tier4__haiku__tier4_claude_code__ctx10__t1,crashbench-abo1,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo1__tier4__sonnet__tier4_claude_code__ctx10__t1,crashbench-abo1,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo2__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,crashbench-abo2,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,290.996,0,1,0,1,ok,openrouter/openai/gpt-5,25921,1824,7,"{""ls"": 1, ""cat"": 2, ""prog"": 1, ""gdb"": 1, ""echo"": 2}",0
crashbench-abo2__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,crashbench-abo2,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,20.448,0,0,0,1,ok,openrouter/openai/gpt-5,3669,327,2,"{""ls"": 1, ""echo"": 1}",0
crashbench-abo2__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,crashbench-abo2,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,timeout,294.198,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo2__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,crashbench-abo2,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,51.136,0,1,1,1,ok,openrouter/openai/gpt-5,8163,1486,3,"{""printf"": 2, ""echo"": 1}",0
crashbench-abo2__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,crashbench-abo2,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,ok,17.548,0,1,0,1,ok,openrouter/openai/gpt-5,10752,747,5,"{""ls"": 1, ""cat"": 1, ""prog"": 1, ""gdb"": 1, ""echo"": 1}",0
crashbench-abo2__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo2,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,ok,65.328,0,1,0,1,ok,openrouter/openai/gpt-5,33207,1585,8,"{""nl"": 1, ""run"": 1, ""echo"": 2, ""cat"": 2, ""gcc"": 1, ""grep"": 1}",0
crashbench-abo2__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo2,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,11.138,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,5917,98,3,"{""nl"": 1, ""run"": 1, ""echo"": 1}",0
crashbench-abo2__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo2,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,294.339,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo2__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo2,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,66.219,0,1,0,1,ok,openrouter/openai/gpt-5,11507,1012,5,"{""nl"": 1, ""run"": 1, ""break"": 1, ""bt"": 1, ""echo"": 1}",0
crashbench-abo2__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo2,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,ok,139.985,0,1,0,1,ok,openrouter/openai/gpt-5,10266,793,4,"{""nl"": 1, ""run"": 1, ""frame"": 1, ""echo"": 1}",0
crashbench-abo2__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo2,openrouter/anthropic/claude-sonnet-4.5,t3_unfenced_cmw.json,10,3,1,timeout,298.971,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo2__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,crashbench-abo2,openrouter/google/gemini-3.1-flash-lite-preview,t3_unfenced_cmw.json,10,3,1,no_collect,66.6,0,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo2__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,crashbench-abo2,openrouter/nvidia/nemotron-3-nano-30b-a3b,t3_unfenced_cmw.json,10,3,1,ok,49.008,0,0,0,1,ok,openrouter/openai/gpt-5,1732,1253,3,"{""bt"": 1, ""code"": 2}",265
crashbench-abo2__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo2,openrouter/openai/gpt-5.5,t3_unfenced_cmw.json,10,3,1,ok,115.068,0,1,1,1,ok,openrouter/openai/gpt-5,2389,1626,22,"{""bt"": 3, ""info"": 3, ""run"": 2, ""code"": 5, ""break"": 1, ""print"": 6, ""next"": 2}",1625
crashbench-abo2__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,crashbench-abo2,openrouter/qwen/qwen3-30b-a3b-instruct-2507,t3_unfenced_cmw.json,10,3,1,ok,38.082,0,1,0,1,ok,openrouter/openai/gpt-5,3918,902,7,"{""bt"": 1, ""info"": 2, ""print"": 1, ""code"": 3}",232
crashbench-abo2__tier4__haiku__tier4_claude_code__ctx10__t1,crashbench-abo2,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo2__tier4__sonnet__tier4_claude_code__ctx10__t1,crashbench-abo2,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo3__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,crashbench-abo3,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,271.268,0,1,0,1,ok,openrouter/openai/gpt-5,25991,1788,7,"{""ls"": 1, ""cat"": 2, ""prog"": 1, ""gdb"": 1, ""echo"": 2}",0
crashbench-abo3__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,crashbench-abo3,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,12.098,0,1,0,1,ok,openrouter/openai/gpt-5,3694,360,2,"{""ls"": 1, ""echo"": 1}",0
crashbench-abo3__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,crashbench-abo3,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,timeout,293.466,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo3__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,crashbench-abo3,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,timeout,294.227,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo3__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,crashbench-abo3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,timeout,294.256,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo3__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo3,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,timeout,294.451,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo3__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo3,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,11.975,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,9768,250,4,"{""nl"": 1, ""run"": 1, ""echo"": 2}",0
crashbench-abo3__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo3,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,293.761,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo3__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo3,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,43.352,0,1,1,1,ok,openrouter/openai/gpt-5,13562,1056,5,"{""nl"": 1, ""run"": 1, ""break"": 1, ""print"": 1, ""echo"": 1}",0
crashbench-abo3__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,ok,28.166,0,1,0,1,ok,openrouter/openai/gpt-5,10494,850,4,"{""nl"": 1, ""run"": 1, ""frame"": 1, ""echo"": 1}",0
crashbench-abo3__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo3,openrouter/anthropic/claude-sonnet-4.5,t3_unfenced_cmw.json,10,3,1,ok,206.687,0,0,1,1,ok,openrouter/openai/gpt-5,14501,745,85,"{""bt"": 12, ""info"": 5, ""run"": 7, ""start"": 9, ""code"": 3, ""list"": 2, ""print"": 14, ""break"": 5, ""continue"": 11, ""call"": 3, ""next"": 2, ""handle"": 1, ""step"": 1, ""finish"": 1, ""x/32gx"": 1, ""x/8gx"": 1, ""set"": 3, ""delete"": 1, ""file"": 2, ""show"": 1}",287
crashbench-abo3__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,crashbench-abo3,openrouter/google/gemini-3.1-flash-lite-preview,t3_unfenced_cmw.json,10,3,1,ok,63.865,0,1,0,1,ok,openrouter/openai/gpt-5,8044,534,46,"{""list"": 1, ""code"": 1, ""run"": 13, ""print"": 10, ""break"": 6, ""step"": 2, ""next"": 2, ""continue"": 1, ""breakpoint"": 1, ""delete"": 1, ""n"": 1, ""start"": 6, ""disassemble"": 1}",122
crashbench-abo3__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,crashbench-abo3,openrouter/nvidia/nemotron-3-nano-30b-a3b,t3_unfenced_cmw.json,10,3,1,ok,261.227,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,8,"{""code"": 7, ""bt"": 1}",0
crashbench-abo3__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo3,openrouter/openai/gpt-5.5,t3_unfenced_cmw.json,10,3,1,timeout,299.279,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo3__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,crashbench-abo3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,t3_unfenced_cmw.json,10,3,1,ok,27.843,0,1,0,1,ok,openrouter/openai/gpt-5,1539,1058,5,"{""bt"": 1, ""info"": 1, ""code"": 3}",226
crashbench-abo3__tier4__haiku__tier4_claude_code__ctx10__t1,crashbench-abo3,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo3__tier4__sonnet__tier4_claude_code__ctx10__t1,crashbench-abo3,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
crashbench-abo5__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,crashbench-abo5,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,77.94,0,1,0,1,ok,openrouter/openai/gpt-5,34416,2758,9,"{""ls"": 1, ""cat"": 3, ""prog"": 1, ""gdb"": 1, ""echo"": 3}",0
crashbench-abo5__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,crashbench-abo5,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,14.266,0,1,0,1,ok,openrouter/openai/gpt-5,4190,479,2,"{""ls"": 1, ""echo"": 1}",0
crashbench-abo5__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,crashbench-abo5,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,timeout,294.558,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo5__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,crashbench-abo5,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,51.975,0,1,1,1,ok,openrouter/openai/gpt-5,13897,2001,6,"{""ls"": 1, ""prog"": 2, ""gdb"": 1, ""nl"": 1, ""echo"": 1}",0
crashbench-abo5__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,crashbench-abo5,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,timeout,294.28,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo5__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo5,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,ok,124.594,0,1,0,1,ok,openrouter/openai/gpt-5,43232,2293,11,"{""nl"": 1, ""run"": 1, ""interrupt"": 1, ""cat"": 2, ""file"": 1, ""timeout"": 1, ""echo"": 3, ""grep"": 1}",0
crashbench-abo5__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo5,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,ok,15.778,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,10375,331,4,"{""nl"": 1, ""run"": 1, ""#"": 1, ""echo"": 1}",0
crashbench-abo5__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo5,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,296.588,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo5__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo5,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,53.506,0,1,1,1,ok,openrouter/openai/gpt-5,14046,1534,5,"{""nl"": 1, ""run"": 1, ""break"": 1, ""print"": 1, ""echo"": 1}",0
crashbench-abo5__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,crashbench-abo5,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,timeout,293.857,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo5__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo5,openrouter/anthropic/claude-sonnet-4.5,t3_unfenced_cmw.json,10,3,1,ok,58.788,0,0,0,0,ok,openrouter/openai/gpt-5,6001,51,22,"{""info"": 3, ""bt"": 2, ""run"": 4, ""code"": 4, ""break"": 3, ""continue"": 2, ""delete"": 2, ""set"": 2}",0
crashbench-abo5__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,crashbench-abo5,openrouter/google/gemini-3.1-flash-lite-preview,t3_unfenced_cmw.json,10,3,1,ok,60.847,0,1,0,1,ok,openrouter/openai/gpt-5,4225,676,29,"{""run"": 6, ""bt"": 1, ""code"": 3, ""b"": 7, ""p"": 1, ""step"": 2, ""c"": 2, ""info"": 1, ""n"": 2, ""print"": 1, ""s"": 3}",216
crashbench-abo5__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,crashbench-abo5,openrouter/nvidia/nemotron-3-nano-30b-a3b,t3_unfenced_cmw.json,10,3,1,timeout,298.901,-1,0,0,0,ok,openrouter/openai/gpt-5,0,0,0,{},0
crashbench-abo5__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,crashbench-abo5,openrouter/openai/gpt-5.5,t3_unfenced_cmw.json,10,3,1,ok,185.238,0,1,0,1,ok,openrouter/openai/gpt-5,6700,1558,56,"{""bt"": 7, ""info"": 6, ""run"": 5, ""code"": 6, ""break"": 4, ""print"": 13, ""next"": 3, ""continue"": 3, ""delete"": 1, ""set"": 4, ""inferior"": 1, ""file"": 1, ""disable"": 1, ""frame"": 1}",1257
