panel,case,tier,model,source_sweep,source_cell,timeout,elapsed_s,bound
realworld,crashbench-abo5,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo5__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,60.85,false
realworld,crashbench-abo5,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo5__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,30.76,false
realworld,crashbench-abo5,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,crashbench-abo5__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,300,39.95,false
realworld,crashbench-abo7,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,crashbench-abo7__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,28.23,false
realworld,crashbench-abo7,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,crashbench-abo7__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,130.41,false
realworld,crashbench-abo7,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo7__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,39.06,false
realworld,crashbench-abo7,3,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,crashbench-abo7__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,300,156.43,false
realworld,crashbench-abo7,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo7__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,13.33,false
realworld,crashbench-abo7,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo7__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,23.75,false
realworld,crashbench-abo7,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,crashbench-abo7__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,16.66,false
realworld,crashbench-abo7,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo7__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,25.52,false
realworld,crashbench-abo7,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,crashbench-abo7__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,300,184.82,false
realworld,crashbench-abo8,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,crashbench-abo8__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,60.27,false
realworld,crashbench-abo8,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,crashbench-abo8__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,145.98,false
realworld,crashbench-abo8,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,crashbench-abo8__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,206.85,false
realworld,crashbench-abo8,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,crashbench-abo8__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,10.85,false
realworld,crashbench-abo8,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,crashbench-abo8__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,23.02,false
realworld,crashbench-abo8,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,crashbench-abo8__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,12.87,false
realworld,crashbench-abo8,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,crashbench-abo8__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,20.84,false
realworld,crashbench-abo8,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,crashbench-abo8__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,11.83,false
realworld,crashbench-abo8,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,crashbench-abo8__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,89.10,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,28.72,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,61.63,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,46.33,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,30.50,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,13.21,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,28.08,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,23.51,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,22.81,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,juliet-cwe121-char-type-overrun-memcpy-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,23.30,false
realworld,juliet-cwe121-char-type-overrun-memcpy-01,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,juliet-cwe121-char-type-overrun-memcpy-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,118.43,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,266.89,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,69.24,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,50.63,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,132.40,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,12.02,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,45.62,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,15.71,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,300,119.15,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,juliet-cwe122-char-type-overrun-memcpy-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,13.72,false
realworld,juliet-cwe122-char-type-overrun-memcpy-01,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,juliet-cwe122-char-type-overrun-memcpy-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,48.30,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,30.77,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,167.80,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,252.48,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,222.06,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,239.27,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,56.22,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,25.71,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,68.45,false
realworld,juliet-cwe126-char-alloca-loop-01,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,juliet-cwe126-char-alloca-loop-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,9.27,false
realworld,juliet-cwe126-char-alloca-loop-01,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,juliet-cwe126-char-alloca-loop-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,165.12,false
realworld,juliet-cwe415-malloc-free-char-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe415-malloc-free-char-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,26.10,false
realworld,juliet-cwe415-malloc-free-char-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe415-malloc-free-char-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,117.06,false
realworld,juliet-cwe415-malloc-free-char-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe415-malloc-free-char-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,252.28,false
realworld,juliet-cwe415-malloc-free-char-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe415-malloc-free-char-01__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,300,5.15,false
realworld,juliet-cwe415-malloc-free-char-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe415-malloc-free-char-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,10.47,false
realworld,juliet-cwe415-malloc-free-char-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe415-malloc-free-char-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,35.32,false
realworld,juliet-cwe415-malloc-free-char-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe415-malloc-free-char-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,300,7.68,false
realworld,juliet-cwe415-malloc-free-char-01,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,juliet-cwe415-malloc-free-char-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,12.88,false
realworld,juliet-cwe415-malloc-free-char-01,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,juliet-cwe415-malloc-free-char-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,43.20,false
realworld,juliet-cwe416-malloc-free-char-01,1,openrouter/openai/gpt-5.5,external-native-ablation-20260504-merged,juliet-cwe416-malloc-free-char-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,300,29.13,false
realworld,juliet-cwe416-malloc-free-char-01,3,openrouter/openai/gpt-5.5,external-native-t3-rerun-20260504-gpt55,juliet-cwe416-malloc-free-char-01__tier3__openrouter_openai_gpt-5.5__t3_unfenced_cmw__ctx10__t1,300,111.41,false
realworld,juliet-cwe416-malloc-free-char-01,1,openrouter/anthropic/claude-sonnet-4.5,external-native-ablation-20260504-sonnet45,juliet-cwe416-malloc-free-char-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,300,252.51,false
realworld,juliet-cwe416-malloc-free-char-01,3,openrouter/anthropic/claude-sonnet-4.5,external-native-t3-rerun-20260504-sonnet45,juliet-cwe416-malloc-free-char-01__tier3__openrouter_anthropic_claude-sonnet-4.5__t3_unfenced_cmw__ctx10__t1,300,154.55,false
realworld,juliet-cwe416-malloc-free-char-01,1,openrouter/google/gemini-3.1-flash-lite-preview,external-native-ablation-20260504-merged,juliet-cwe416-malloc-free-char-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,300,9.92,false
realworld,juliet-cwe416-malloc-free-char-01,3,openrouter/google/gemini-3.1-flash-lite-preview,external-native-t3-rerun-20260504-gemini31fl,juliet-cwe416-malloc-free-char-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__t3_unfenced_cmw__ctx10__t1,300,40.65,false
realworld,juliet-cwe416-malloc-free-char-01,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-ablation-20260504-qwen30,juliet-cwe416-malloc-free-char-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,300,137.88,false
realworld,juliet-cwe416-malloc-free-char-01,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,external-native-t3-rerun-20260504-qwen30,juliet-cwe416-malloc-free-char-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__t3_unfenced_cmw__ctx10__t1,300,14.13,false
realworld,juliet-cwe416-malloc-free-char-01,1,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-ablation-20260504-nemotron30,juliet-cwe416-malloc-free-char-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,300,13.26,false
realworld,juliet-cwe416-malloc-free-char-01,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,external-native-t3-rerun-20260504-nemotron30,juliet-cwe416-malloc-free-char-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__t3_unfenced_cmw__ctx10__t1,300,62.36,false
realworld,man-overflow,1,openrouter/openai/gpt-4o,bugbench-t1,man-overflow__tier1__openrouter_openai_gpt-4o__tier1_bash_only__ctx10__t1,240,98.39,false
realworld,man-overflow,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,bugbench-t1,man-overflow__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,240,13.09,false
realworld,ncompress-overflow,3,openrouter/openai/gpt-4o,bugbench-t3,ncompress-overflow__tier3__openrouter_openai_gpt-4o__tier3_gdb_only__ctx10__t1,240,25.27,false
realworld,ncompress-overflow,3,openrouter/qwen/qwen3-30b-a3b-instruct-2507,bugbench-t3,ncompress-overflow__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,240,227.75,false
realworld,ncompress-overflow,3,openrouter/nvidia/nemotron-3-nano-30b-a3b,bugbench-t3,ncompress-overflow__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,240,71.96,false
realworld,ncompress-overflow,3,openrouter/meta-llama/llama-3.1-8b-instruct,bugbench-t3,ncompress-overflow__tier3__openrouter_meta-llama_llama-3.1-8b-instruct__tier3_gdb_only__ctx10__t1,240,5.90,false
realworld,polymorph-overflow,1,openrouter/openai/gpt-4o,bugbench-t1,polymorph-overflow__tier1__openrouter_openai_gpt-4o__tier1_bash_only__ctx10__t1,240,21.50,false
realworld,polymorph-overflow,1,openrouter/qwen/qwen3-30b-a3b-instruct-2507,bugbench-t1,polymorph-overflow__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,240,181.96,false
